id,uid,date,attendance,timeValid,neutralSite,conferenceCompetition,recent,notes,startDate,type.id,type.abbreviation,status.clock,status.displayClock,status.period,status.type.id,status.type.name,status.type.state,status.type.completed,status.type.description,status.type.detail,status.type.shortDetail,home.id,home.uid,home.location,home.name,home.abbreviation,home.displayName,home.shortDisplayName,home.isActive,home.logo,away.id,away.uid,away.location,away.name,away.abbreviation,away.displayName,away.shortDisplayName,away.color,away.alternateColor,away.isActive,away.venue.id,away.logo,home.color,home.alternateColor,home.venue.id,season,series.type,series.title,series.summary,series.completed,series.totalCompetitions,series.competitors,venue.id,venue.fullName,venue.address.city,venue.address.state,venue.capacity,venue.indoor,game_id
230612013,s:40~l:59~e:230612013~c:230612013,2003-06-13T02:00Z,0,True,False,False,False,[],2003-06-13T02:00Z,1,STD,1.0,1.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,13,s:40~l:59~t:13,Sacramento,Monarchs,SAC,Sacramento Monarchs,Monarchs,True,https://a.espncdn.com/i/teamlogos/wnba/500/sac.png,8,s:40~l:59~t:8,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,005084,47a757,True,2029,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,,,,2003,,,,,,,,,,,,,230612013
230612006,s:40~l:59~e:230612006~c:230612006,2003-06-13T02:30Z,0,True,False,False,False,[],2003-06-13T02:30Z,1,STD,0.0,0.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,6,s:40~l:59~t:6,Los Angeles,Sparks,LOS,Los Angeles Sparks,Sparks,True,https://a.espncdn.com/i/teamlogos/wnba/500/los.png,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,e2382f,08265b,True,,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,532481,49ac9c,1841,2003,,,,,,,,,,,,,230612006
230613018,s:40~l:59~e:230613018~c:230613018,2003-06-13T23:00Z,0,True,False,False,False,[],2003-06-13T23:00Z,1,STD,0.0,0.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,18,s:40~l:59~t:18,Connecticut,Sun,CT,Connecticut Sun,Sun,True,https://a.espncdn.com/i/teamlogos/wnba/500/ct.png,16,s:40~l:59~t:16,Washington,Mystics,WAS,Washington Mystics,Mystics,e03a3e,09295a,True,1823,https://a.espncdn.com/i/teamlogos/wnba/500/was.png,de6b36,002d62,2160,2003,,,,,,,,,,,,,230613018
230614009,s:40~l:59~e:230614009~c:230614009,2003-06-14T20:00Z,0,True,False,False,False,[],2003-06-14T20:00Z,1,STD,8.0,8.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,9,s:40~l:59~t:9,New York,Liberty,NYL,New York Liberty,Liberty,True,https://a.espncdn.com/i/teamlogos/wnba/500/nyl.png,6,s:40~l:59~t:6,Los Angeles,Sparks,LOS,Los Angeles Sparks,Sparks,532481,49ac9c,True,1841,https://a.espncdn.com/i/teamlogos/wnba/500/los.png,0d79b9,89c9bf,1826,2003,,,,,,,,,,,,,230614009
230614016,s:40~l:59~e:230614016~c:230614016,2003-06-14T22:00Z,0,True,False,False,False,[],2003-06-14T22:00Z,1,STD,0.0,0.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,16,s:40~l:59~t:16,Washington,Mystics,WAS,Washington Mystics,Mystics,True,https://a.espncdn.com/i/teamlogos/wnba/500/was.png,3,s:40~l:59~t:3,Detroit,Shock,TUL,Detroit Shock,Shock,11213e,c5d646,False,1911,https://a.espncdn.com/i/teamlogos/wnba/500/tul.png,e03a3e,09295a,1823,2003,,,,,,,,,,,,,230614016
230614002,s:40~l:59~e:230614002~c:230614002,2003-06-14T23:00Z,0,True,False,False,False,[],2003-06-14T23:00Z,1,STD,146.0,2:26,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,s:40~l:59~t:2,Cleveland,Rockers,CLE,Cleveland Rockers,Rockers,True,,18,s:40~l:59~t:18,Connecticut,Sun,CT,Connecticut Sun,Sun,de6b36,002d62,True,2160,https://a.espncdn.com/i/teamlogos/wnba/500/ct.png,,,3417,2003,,,,,,,,,,,,,230614002
230614017,s:40~l:59~e:230614017~c:230614017,2003-06-15T00:30Z,0,True,False,False,False,[],2003-06-15T00:30Z,1,STD,0.0,0.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,17,s:40~l:59~t:17,San Antonio,Silver Stars,SAS,San Antonio Silver Stars,Silver Stars,False,https://a.espncdn.com/i/teamlogos/wnba/500/sas.png,1,s:40~l:59~t:1,Charlotte,Sting,CHA,Charlotte Sting,Sting,,,True,,https://a.espncdn.com/i/teamlogos/wnba/500/cha.png,000000,c7cfd4,780,2003,,,,,,,,,,,,,230614017
230614011,s:40~l:59~e:230614011~c:230614011,2003-06-15T02:00Z,0,True,False,False,False,[],2003-06-15T02:00Z,1,STD,0.0,0.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,11,s:40~l:59~t:11,Phoenix,Mercury,PHO,Phoenix Mercury,Mercury,True,https://a.espncdn.com/i/teamlogos/wnba/500/pho.png,4,s:40~l:59~t:4,Houston,Comets,HOU,Houston Comets,Comets,,,True,,https://a.espncdn.com/i/teamlogos/wnba/500/hou.png,3a267d,e56020,1949,2003,,,,,,,,,,,,,230614011
230614013,s:40~l:59~e:230614013~c:230614013,2003-06-15T02:00Z,0,True,False,False,False,[],2003-06-15T02:00Z,1,STD,0.0,0.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,13,s:40~l:59~t:13,Sacramento,Monarchs,SAC,Sacramento Monarchs,Monarchs,True,https://a.espncdn.com/i/teamlogos/wnba/500/sac.png,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,e2382f,08265b,True,,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,,,,2003,,,,,,,,,,,,,230614013
230614014,s:40~l:59~e:230614014~c:230614014,2003-06-15T02:00Z,0,True,False,False,False,[],2003-06-15T02:00Z,1,STD,0.0,0.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,True,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,8,s:40~l:59~t:8,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,005084,47a757,True,2029,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,05452a,f7c43c,2184,2003,,,,,,,,,,,,,230614014
230617011,s:40~l:59~e:230617011~c:230617011,2003-06-17T19:00Z,0,True,False,False,False,[],2003-06-17T19:00Z,1,STD,0.0,0.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,11,s:40~l:59~t:11,Phoenix,Mercury,PHO,Phoenix Mercury,Mercury,True,https://a.espncdn.com/i/teamlogos/wnba/500/pho.png,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,05452a,f7c43c,True,2184,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,3a267d,e56020,1949,2003,,,,,,,,,,,,,230617011
230617003,s:40~l:59~e:230617003~c:230617003,2003-06-17T23:30Z,0,True,False,False,False,[],2003-06-17T23:30Z,1,STD,0.0,0.0,3,3,STATUS_FINAL,post,True,Final,Final,Final,3,s:40~l:59~t:3,Detroit,Shock,TUL,Detroit Shock,Shock,False,https://a.espncdn.com/i/teamlogos/wnba/500/tul.png,6,s:40~l:59~t:6,Los Angeles,Sparks,LOS,Los Angeles Sparks,Sparks,532481,49ac9c,True,1841,https://a.espncdn.com/i/teamlogos/wnba/500/los.png,11213e,c5d646,1911,2003,playoff,Playoff Series,TUL Wins series 2-1,True,3.0,"[{'id': '3', 'uid': 's:40~l:59~t:3', 'wins': 2, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/wnba/seasons/2003/teams/3?lang=en&region=us'}, {'id': '6', 'uid': 's:40~l:59~t:6', 'wins': 1, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/wnba/seasons/2003/teams/6?lang=en&region=us'}]",,,,,,,230617003
230617009,s:40~l:59~e:230617009~c:230617009,2003-06-17T23:30Z,0,True,False,False,False,[],2003-06-17T23:30Z,1,STD,0.0,0.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,9,s:40~l:59~t:9,New York,Liberty,NYL,New York Liberty,Liberty,True,https://a.espncdn.com/i/teamlogos/wnba/500/nyl.png,13,s:40~l:59~t:13,Sacramento,Monarchs,SAC,Sacramento Monarchs,Monarchs,,,True,,https://a.espncdn.com/i/teamlogos/wnba/500/sac.png,0d79b9,89c9bf,1826,2003,,,,,,,,,,,,,230617009
230617005,s:40~l:59~e:230617005~c:230617005,2003-06-18T00:00Z,0,True,False,False,False,[],2003-06-18T00:00Z,1,STD,0.0,0.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,True,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,1,s:40~l:59~t:1,Charlotte,Sting,CHA,Charlotte Sting,Sting,,,True,,https://a.espncdn.com/i/teamlogos/wnba/500/cha.png,e2382f,08265b,,2003,,,,,,,,,,,,,230617005
230617008,s:40~l:59~e:230617008~c:230617008,2003-06-18T00:00Z,0,True,False,False,False,[],2003-06-18T00:00Z,1,STD,0.0,0.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,8,s:40~l:59~t:8,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,True,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,4,s:40~l:59~t:4,Houston,Comets,HOU,Houston Comets,Comets,,,True,,https://a.espncdn.com/i/teamlogos/wnba/500/hou.png,005084,47a757,2029,2003,,,,,,,,,,,,,230617008
230618016,s:40~l:59~e:230618016~c:230618016,2003-06-18T23:00Z,0,True,False,False,False,[],2003-06-18T23:00Z,1,STD,3.0,3.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,16,s:40~l:59~t:16,Washington,Mystics,WAS,Washington Mystics,Mystics,True,https://a.espncdn.com/i/teamlogos/wnba/500/was.png,13,s:40~l:59~t:13,Sacramento,Monarchs,SAC,Sacramento Monarchs,Monarchs,,,True,,https://a.espncdn.com/i/teamlogos/wnba/500/sac.png,e03a3e,09295a,1823,2003,,,,,,,,,,,,,230618016
230618018,s:40~l:59~e:230618018~c:230618018,2003-06-18T23:00Z,0,True,False,False,False,[],2003-06-18T23:00Z,1,STD,27.0,27.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,18,s:40~l:59~t:18,Connecticut,Sun,CT,Connecticut Sun,Sun,True,https://a.espncdn.com/i/teamlogos/wnba/500/ct.png,2,s:40~l:59~t:2,Cleveland,Rockers,CLE,Cleveland Rockers,Rockers,,,True,3417,,de6b36,002d62,2160,2003,,,,,,,,,,,,,230618018
230619006,s:40~l:59~e:230619006~c:230619006,2003-06-20T02:00Z,0,True,False,False,False,[],2003-06-20T02:00Z,1,STD,0.0,0.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,6,s:40~l:59~t:6,Los Angeles,Sparks,LOS,Los Angeles Sparks,Sparks,True,https://a.espncdn.com/i/teamlogos/wnba/500/los.png,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,05452a,f7c43c,True,2184,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,532481,49ac9c,1841,2003,,,,,,,,,,,,,230619006
230620001,s:40~l:59~e:230620001~c:230620001,2003-06-20T23:00Z,0,True,False,False,False,[],2003-06-20T23:00Z,1,STD,0.0,0.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,1,s:40~l:59~t:1,Charlotte,Sting,CHA,Charlotte Sting,Sting,True,https://a.espncdn.com/i/teamlogos/wnba/500/cha.png,8,s:40~l:59~t:8,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,005084,47a757,True,2029,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,,,,2003,,,,,,,,,,,,,230620001
230620002,s:40~l:59~e:230620002~c:230620002,2003-06-20T23:00Z,0,True,False,False,False,[],2003-06-20T23:00Z,1,STD,0.0,0.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,s:40~l:59~t:2,Cleveland,Rockers,CLE,Cleveland Rockers,Rockers,True,,16,s:40~l:59~t:16,Washington,Mystics,WAS,Washington Mystics,Mystics,e03a3e,09295a,True,1823,https://a.espncdn.com/i/teamlogos/wnba/500/was.png,,,3417,2003,,,,,,,,,,,,,230620002
230620003,s:40~l:59~e:230620003~c:230620003,2003-06-20T23:30Z,18765,True,False,False,False,[],2003-06-20T23:30Z,1,STD,0.0,0.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,3,s:40~l:59~t:3,Detroit,Shock,TUL,Detroit Shock,Shock,False,https://a.espncdn.com/i/teamlogos/wnba/500/tul.png,9,s:40~l:59~t:9,New York,Liberty,NYL,New York Liberty,Liberty,0d79b9,89c9bf,True,1826,https://a.espncdn.com/i/teamlogos/wnba/500/nyl.png,11213e,c5d646,1911,2003,,,,,,,,,,,,,230620003
230620005,s:40~l:59~e:230620005~c:230620005,2003-06-21T00:00Z,0,True,False,False,False,[],2003-06-21T00:00Z,1,STD,30.0,30.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,True,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,18,s:40~l:59~t:18,Connecticut,Sun,CT,Connecticut Sun,Sun,de6b36,002d62,True,2160,https://a.espncdn.com/i/teamlogos/wnba/500/ct.png,e2382f,08265b,,2003,,,,,,,,,,,,,230620005
230620017,s:40~l:59~e:230620017~c:230620017,2003-06-21T00:30Z,0,True,False,False,False,[],2003-06-21T00:30Z,1,STD,0.0,0.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,17,s:40~l:59~t:17,San Antonio,Silver Stars,SAS,San Antonio Silver Stars,Silver Stars,False,https://a.espncdn.com/i/teamlogos/wnba/500/sas.png,4,s:40~l:59~t:4,Houston,Comets,HOU,Houston Comets,Comets,,,True,,https://a.espncdn.com/i/teamlogos/wnba/500/hou.png,000000,c7cfd4,780,2003,,,,,,,,,,,,,230620017
230621008,s:40~l:59~e:230621008~c:230621008,2003-06-22T00:00Z,0,True,False,False,False,[],2003-06-22T00:00Z,1,STD,0.0,0.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,8,s:40~l:59~t:8,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,True,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,e2382f,08265b,True,,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,005084,47a757,2029,2003,,,,,,,,,,,,,230621008
230621004,s:40~l:59~e:230621004~c:230621004,2003-06-22T00:30Z,0,True,False,False,False,[],2003-06-22T00:30Z,1,STD,0.0,0.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,4,s:40~l:59~t:4,Houston,Comets,HOU,Houston Comets,Comets,True,https://a.espncdn.com/i/teamlogos/wnba/500/hou.png,2,s:40~l:59~t:2,Cleveland,Rockers,CLE,Cleveland Rockers,Rockers,,,True,3417,,,,,2003,,,,,,,,,,,,,230621004
230621011,s:40~l:59~e:230621011~c:230621011,2003-06-22T02:00Z,0,True,False,False,False,[],2003-06-22T02:00Z,1,STD,1175.0,19:35,2,3,STATUS_FINAL,post,True,Final,Final,Final,11,s:40~l:59~t:11,Phoenix,Mercury,PHO,Phoenix Mercury,Mercury,True,https://a.espncdn.com/i/teamlogos/wnba/500/pho.png,6,s:40~l:59~t:6,Los Angeles,Sparks,LOS,Los Angeles Sparks,Sparks,532481,49ac9c,True,1841,https://a.espncdn.com/i/teamlogos/wnba/500/los.png,3a267d,e56020,1949,2003,,,,,,,,,,,,,230621011
230621013,s:40~l:59~e:230621013~c:230621013,2003-06-22T02:00Z,0,True,False,False,False,[],2003-06-22T02:00Z,1,STD,0.0,0.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,13,s:40~l:59~t:13,Sacramento,Monarchs,SAC,Sacramento Monarchs,Monarchs,True,https://a.espncdn.com/i/teamlogos/wnba/500/sac.png,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,05452a,f7c43c,True,2184,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,,,,2003,,,,,,,,,,,,,230621013
230622009,s:40~l:59~e:230622009~c:230622009,2003-06-22T20:00Z,0,True,False,False,False,[],2003-06-22T20:00Z,1,STD,0.0,0.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,9,s:40~l:59~t:9,New York,Liberty,NYL,New York Liberty,Liberty,True,https://a.espncdn.com/i/teamlogos/wnba/500/nyl.png,1,s:40~l:59~t:1,Charlotte,Sting,CHA,Charlotte Sting,Sting,,,True,,https://a.espncdn.com/i/teamlogos/wnba/500/cha.png,0d79b9,89c9bf,1826,2003,,,,,,,,,,,,,230622009
230622018,s:40~l:59~e:230622018~c:230622018,2003-06-22T20:00Z,0,True,False,False,False,[],2003-06-22T20:00Z,1,STD,0.0,0.0,3,3,STATUS_FINAL,post,True,Final,Final,Final,18,s:40~l:59~t:18,Connecticut,Sun,CT,Connecticut Sun,Sun,True,https://a.espncdn.com/i/teamlogos/wnba/500/ct.png,3,s:40~l:59~t:3,Detroit,Shock,TUL,Detroit Shock,Shock,11213e,c5d646,False,1911,https://a.espncdn.com/i/teamlogos/wnba/500/tul.png,de6b36,002d62,2160,2003,playoff,Playoff Series,TUL Wins series 2-0,True,3.0,"[{'id': '18', 'uid': 's:40~l:59~t:18', 'wins': 0, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/wnba/seasons/2003/teams/18?lang=en&region=us'}, {'id': '3', 'uid': 's:40~l:59~t:3', 'wins': 2, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/wnba/seasons/2003/teams/3?lang=en&region=us'}]",,,,,,,230622018
230622014,s:40~l:59~e:230622014~c:230622014,2003-06-23T01:00Z,0,True,False,False,False,[],2003-06-23T01:00Z,1,STD,0.0,0.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,True,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,17,s:40~l:59~t:17,San Antonio,Silver Stars,SAS,San Antonio Silver Stars,Silver Stars,000000,c7cfd4,False,780,https://a.espncdn.com/i/teamlogos/wnba/500/sas.png,05452a,f7c43c,2184,2003,,,,,,,,,,,,,230622014
230624016,s:40~l:59~e:230624016~c:230624016,2003-06-24T23:00Z,0,True,False,False,False,[],2003-06-24T23:00Z,1,STD,0.0,0.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,16,s:40~l:59~t:16,Washington,Mystics,WAS,Washington Mystics,Mystics,True,https://a.espncdn.com/i/teamlogos/wnba/500/was.png,18,s:40~l:59~t:18,Connecticut,Sun,CT,Connecticut Sun,Sun,de6b36,002d62,True,2160,https://a.espncdn.com/i/teamlogos/wnba/500/ct.png,e03a3e,09295a,1823,2003,,,,,,,,,,,,,230624016
230624003,s:40~l:59~e:230624003~c:230624003,2003-06-24T23:30Z,0,True,False,False,False,[],2003-06-24T23:30Z,1,STD,0.0,0.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,3,s:40~l:59~t:3,Detroit,Shock,TUL,Detroit Shock,Shock,False,https://a.espncdn.com/i/teamlogos/wnba/500/tul.png,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,e2382f,08265b,True,,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,11213e,c5d646,1911,2003,,,,,,,,,,,,,230624003
230624004,s:40~l:59~e:230624004~c:230624004,2003-06-25T00:30Z,0,True,False,False,False,[],2003-06-25T00:30Z,1,STD,0.0,0.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,4,s:40~l:59~t:4,Houston,Comets,HOU,Houston Comets,Comets,True,https://a.espncdn.com/i/teamlogos/wnba/500/hou.png,6,s:40~l:59~t:6,Los Angeles,Sparks,LOS,Los Angeles Sparks,Sparks,532481,49ac9c,True,1841,https://a.espncdn.com/i/teamlogos/wnba/500/los.png,,,,2003,,,,,,,,,,,,,230624004
230624013,s:40~l:59~e:230624013~c:230624013,2003-06-25T02:00Z,0,True,False,False,False,[],2003-06-25T02:00Z,1,STD,0.0,0.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,13,s:40~l:59~t:13,Sacramento,Monarchs,SAC,Sacramento Monarchs,Monarchs,True,https://a.espncdn.com/i/teamlogos/wnba/500/sac.png,17,s:40~l:59~t:17,San Antonio,Silver Stars,SAS,San Antonio Silver Stars,Silver Stars,000000,c7cfd4,False,780,https://a.espncdn.com/i/teamlogos/wnba/500/sas.png,,,,2003,,,,,,,,,,,,,230624013
230625009,s:40~l:59~e:230625009~c:230625009,2003-06-25T04:00Z,0,True,False,False,False,[],2003-06-25T04:00Z,1,STD,0.0,0.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,9,s:40~l:59~t:9,New York,Liberty,NYL,New York Liberty,Liberty,True,https://a.espncdn.com/i/teamlogos/wnba/500/nyl.png,11,s:40~l:59~t:11,Phoenix,Mercury,PHO,Phoenix Mercury,Mercury,3a267d,e56020,True,1949,https://a.espncdn.com/i/teamlogos/wnba/500/pho.png,0d79b9,89c9bf,1826,2003,,,,,,,,,,,,,230625009
230625001,s:40~l:59~e:230625001~c:230625001,2003-06-25T23:00Z,0,True,False,False,False,[],2003-06-25T23:00Z,1,STD,0.0,0.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,1,s:40~l:59~t:1,Charlotte,Sting,CHA,Charlotte Sting,Sting,True,https://a.espncdn.com/i/teamlogos/wnba/500/cha.png,2,s:40~l:59~t:2,Cleveland,Rockers,CLE,Cleveland Rockers,Rockers,,,True,3417,,,,,2003,,,,,,,,,,,,,230625001
230626017,s:40~l:59~e:230626017~c:230626017,2003-06-26T17:00Z,0,True,False,False,False,[],2003-06-26T17:00Z,1,STD,0.0,0.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,17,s:40~l:59~t:17,San Antonio,Silver Stars,SAS,San Antonio Silver Stars,Silver Stars,False,https://a.espncdn.com/i/teamlogos/wnba/500/sas.png,6,s:40~l:59~t:6,Los Angeles,Sparks,LOS,Los Angeles Sparks,Sparks,532481,49ac9c,True,1841,https://a.espncdn.com/i/teamlogos/wnba/500/los.png,000000,c7cfd4,780,2003,,,,,,,,,,,,,230626017
230626018,s:40~l:59~e:230626018~c:230626018,2003-06-26T23:00Z,0,True,False,False,False,"[{'type': 'event', 'headline': 'AT HARTFORD CT'}]",2003-06-26T23:00Z,1,STD,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,18,s:40~l:59~t:18,Connecticut,Sun,CT,Connecticut Sun,Sun,True,https://a.espncdn.com/i/teamlogos/wnba/500/ct.png,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,e2382f,08265b,True,,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,de6b36,002d62,2160,2003,,,,,,,,,,,,,230626018
230627002,s:40~l:59~e:230627002~c:230627002,2003-06-27T23:00Z,0,True,False,False,False,[],2003-06-27T23:00Z,1,STD,19.0,19.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,s:40~l:59~t:2,Cleveland,Rockers,CLE,Cleveland Rockers,Rockers,True,,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,05452a,f7c43c,True,2184,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,,,3417,2003,,,,,,,,,,,,,230627002
230627009,s:40~l:59~e:230627009~c:230627009,2003-06-27T23:30Z,0,True,False,False,False,[],2003-06-27T23:30Z,1,STD,0.0,0.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,9,s:40~l:59~t:9,New York,Liberty,NYL,New York Liberty,Liberty,True,https://a.espncdn.com/i/teamlogos/wnba/500/nyl.png,3,s:40~l:59~t:3,Detroit,Shock,TUL,Detroit Shock,Shock,11213e,c5d646,False,1911,https://a.espncdn.com/i/teamlogos/wnba/500/tul.png,0d79b9,89c9bf,1826,2003,,,,,,,,,,,,,230627009
230627008,s:40~l:59~e:230627008~c:230627008,2003-06-28T00:00Z,0,True,False,False,False,[],2003-06-28T00:00Z,1,STD,0.0,0.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,8,s:40~l:59~t:8,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,True,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,11,s:40~l:59~t:11,Phoenix,Mercury,PHO,Phoenix Mercury,Mercury,3a267d,e56020,True,1949,https://a.espncdn.com/i/teamlogos/wnba/500/pho.png,005084,47a757,2029,2003,,,,,,,,,,,,,230627008
230628004,s:40~l:59~e:230628004~c:230628004,2003-06-28T20:00Z,0,True,False,False,False,[],2003-06-28T20:00Z,1,STD,0.0,0.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,4,s:40~l:59~t:4,Houston,Comets,HOU,Houston Comets,Comets,True,https://a.espncdn.com/i/teamlogos/wnba/500/hou.png,17,s:40~l:59~t:17,San Antonio,Silver Stars,SAS,San Antonio Silver Stars,Silver Stars,000000,c7cfd4,False,780,https://a.espncdn.com/i/teamlogos/wnba/500/sas.png,,,,2003,,,,,,,,,,,,,230628004
230628001,s:40~l:59~e:230628001~c:230628001,2003-06-28T22:00Z,0,True,False,False,False,[],2003-06-28T22:00Z,1,STD,0.0,0.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,1,s:40~l:59~t:1,Charlotte,Sting,CHA,Charlotte Sting,Sting,True,https://a.espncdn.com/i/teamlogos/wnba/500/cha.png,18,s:40~l:59~t:18,Connecticut,Sun,CT,Connecticut Sun,Sun,de6b36,002d62,True,2160,https://a.espncdn.com/i/teamlogos/wnba/500/ct.png,,,,2003,playoff,Playoff Series,CT Wins series 2-0,True,3.0,"[{'id': '1', 'uid': 's:40~l:59~t:1', 'wins': 0, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/wnba/seasons/2003/teams/1?lang=en&region=us'}, {'id': '18', 'uid': 's:40~l:59~t:18', 'wins': 2, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/wnba/seasons/2003/teams/18?lang=en&region=us'}]",,,,,,,230628001
230628003,s:40~l:59~e:230628003~c:230628003,2003-06-28T23:30Z,0,True,False,False,False,[],2003-06-28T23:30Z,1,STD,0.0,0.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,3,s:40~l:59~t:3,Detroit,Shock,TUL,Detroit Shock,Shock,False,https://a.espncdn.com/i/teamlogos/wnba/500/tul.png,11,s:40~l:59~t:11,Phoenix,Mercury,PHO,Phoenix Mercury,Mercury,3a267d,e56020,True,1949,https://a.espncdn.com/i/teamlogos/wnba/500/pho.png,11213e,c5d646,1911,2003,,,,,,,,,,,,,230628003
230628005,s:40~l:59~e:230628005~c:230628005,2003-06-29T00:00Z,0,True,False,False,False,[],2003-06-29T00:00Z,1,STD,0.0,0.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,True,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,05452a,f7c43c,True,2184,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,e2382f,08265b,,2003,,,,,,,,,,,,,230628005
